# Phenotype covariates (metadata) for BXD phenotype data
# nrow 5806
# ncol 2
id,description
15087,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); FTIR_AdiposeTissue_lipid.prot; males
15088,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); FTIR_AdiposeTissue_TotalLipid.TotalProtein; males
15089,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); FTIR_AdiposeTissue_collagen; males
15090,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); FTIR_AdiposeTissue_collagenintegrity; males
15091,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de);  FTIR_liver_SatF; males
15092,Metabolism; liver: Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); FTIR_liver_TotF; males
15093,Morphology; biochemistry: FTIR_liver_acylchainlength; males (contact Gudrun Brockmann at gudrun.brockmann@agrar.hu-berlin.de) 
15094,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de);  FTIR_liver_lipid.prot; males
15095,Metabolism; liver: Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); FTIR_liver_Tot_lipid.Tot_prot; males
15096,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); FTIR_liver_collagen; males
15097,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); FTIR_liver_collagenintegrity; males
15098,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); FTIR_liver_glycogen; males
15099,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); FTIR_muscle_SatF; males
15100,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); FTIR_muscle_TotF; males
15101,Morphology; metabolism: Acyl chain length measured by Fourier transform infrared spectroscopy (FTIR) in Muscle Femoralis at 140 days in males on high fat diet (45% energy from fat) feeding from 4 weeks on [arbitrary unit]
15102,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); FTIR_muscle_lipid.prot; males
15103,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); FTIR_muscle_Tot_lipid.Tot_prot; males
15104,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); FTIR_muscle_collagen; males
15105,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); FTIR_muscle_collagenintegrity; males
15106,Obesity; Brockmann (gudrun.brockmann@agrar.hu-berlin.de); High Fat Diet between 4 and 20 weeks (Ssniff(R) diet S8074-E010; Germany: The diet contained 20.7% crude protein; 25.1% crude fat; 5.0% crude fiber; 5.9% crude ash; 39.7% N-free extract; 20.0% starch; 17.5% sugar; vitamins; trace elements; amino acids; and minerals (19.1 MJ/kg metabolizable energy; thereof 45% energy from fat; 31% from carbohydrates; and 24% from proteins). The fat in the diet derived from coconut oil and suet.); FTIR_muscle_glycogen; males
15107,Immunophenotyping; Adler (thure.adler@helmholtz-muenchen.de); CD45+ frequency of CD3+
15108,Immunophenotyping; Adler (thure.adler@helmholtz-muenchen.de); CD45+ frequency of CD3+ CD4+ 
15109,Immunophenotyping; Adler (thure.adler@helmholtz-muenchen.de);  CD45+ frequency of CD3+ CD8a+ 
15110,Immunophenotyping; Adler (thure.adler@helmholtz-muenchen.de); CD3+CD4+ frequency of CD25+
15111,Immunophenotyping; Adler (thure.adler@helmholtz-muenchen.de); CD45+ frequency of CD3+ gamma/delta TCR+ 
15112,Immunophenotyping; Adler (thure.adler@helmholtz-muenchen.de); CD3+CD4+ frequency of Ly6C+
15113,Immunophenotyping; Adler (thure.adler@helmholtz-muenchen.de);CD3+CD4+ frequency of CD62L+
15114,Immunophenotyping; Adler (thure.adler@helmholtz-muenchen.de); CD3+CD4+ frequency of CD44+ 
15115,Immunophenotyping; Adler (thure.adler@helmholtz-muenchen.de);CD3+ CD4+ frequency of CD44+CD62L-
15116,Immunophenotyping; Adler (thure.adler@helmholtz-muenchen.de); CD3+CD4+ frequency of CD62L+CD44-
15117,Immunophenotyping; Adler (thure.adler@helmholtz-muenchen.de); CD3+CD8+; frequency of Ly6C+ 
15118,Immunophenotyping; Adler (thure.adler@helmholtz-muenchen.de); CD3+CD8+; frequency of CD62L+
15119,Immunophenotyping; Adler (thure.adler@helmholtz-muenchen.de); CD3+CD8+ frequency of CD44+ 
15120,Immune function: CD44+ Ly6C+ cells as a percentage of CD3+ CD8+ cells in peripheral blood measured by fluorescence activated cell sorting (FACS) [%]
15121,Immunophenotyping; Adler (thure.adler@helmholtz-muenchen.de);CD3+CD8+ frequency of CD44+62L-
15122,Immunophenotyping; Adler (thure.adler@helmholtz-muenchen.de); CD3+CD8+ frequency of CD44-62L+  
15123,Immunophenotyping; Adler (thure.adler@helmholtz-muenchen.de); CD45+ cells; frequency of GR-1+ CD11b+; 
15124,Immunophenotyping; Adler (thure.adler@helmholtz-muenchen.de); CD45+; frequency of Gr-1-NKp46- CD11b+ 
15125,Immunophenotyping; Adler (thure.adler@helmholtz-muenchen.de);CD45+; frequency of CD5-NKp46+cells 
15126,Immunophenotyping; Adler (thure.adler@helmholtz-muenchen.de); CD45+; frequency of B (=CD19+OR(B220+AND IgD+); 
15127,Immunophenotyping; Adler (thure.adler@helmholtz-muenchen.de); B cells frequency of CD5+ 
15128,Immunophenotyping; Adler (thure.adler@helmholtz-muenchen.de); B cells frequency of IgD+ cells 
15129,Immunophenotyping; Adler (thure.adler@helmholtz-muenchen.de); MHC class II (I/A-E)+; frequency Of B cells
15130,Immunophenotyping; Adler (thure.adler@helmholtz-muenchen.de); CD5-cell frequency of CD11b+ NKp46+ 
15131,Cardiovascular system: Systolic blood pressure of adult males raised in Memphis measured using a tail cuff system (originally known as GN Trait 11017) [mm Hg]
15132,Cardiovascular system: Systolic blood pressure of adult females raised in Memphis measured using a tail cuff system (originally known as GN Trait 12076) [mm Hg]
15133,Infectious disease; immune system: Malaria infection lethality; Plasmodium yoelii (PY17X subclone; 10^6 PRBC i.p.) in 7-12 week-old males and females (0 = resistant; 1 = susceptible) [fraction of cohort that survives]
15134,Central nervous system; pharmacology; toxicology: Saline response; control for MPTP (1-methyl-4-phenyl-1;2;3;6-tetrahydropyridine); dihydroxyphenylacetic acid (DOPAC; a dopamine metabolite) in caudate-putamen (striatum) in 2-4 month-old males 48 h after saline injection (sc) [ug/mg wet weight]
15135,Central nervous system; pharmacology toxicology: MPTP (1-methyl-4-phenyl-1;2;3;6-tetrahydropyridine) response (12.5 mg/kg ip); dihydroxyphenylacetic acid (DOPAC; a dopamine metabolite) level in caudate-putamen (striatum) in males 48 h after injection (MPTP group) [ug/mg total protein]
15136,Central nervous system; pharmacology toxicology: MPTP (1-methyl-4-phenyl-1;2;3;6-tetrahydropyridine) response (12.5 mg/kg ip); dihydroxyphenylacetic acid (DOPAC; a dopamine metabolite) in caudate-putamen (striatum) concentration in males 48 h after injection (saline-MPTP group) [ug/mg total protein]
15137,Central nervous system; pharmacology; toxicology: Saline response; control for MPTP (1-methyl-4-phenyl-1;2;3;6-tetrahydropyridine); dopamine (DA) in caudate-putamen (striatum) in 2-4 month-old males 48 h after saline injection (sc) [ug/mg wet weight]
15138,Central nervous system; pharmacology; toxicology: MPTP (1-methyl-4-phenyl-1;2;3;6-tetrahydropyridine) response (12.5 mg/kg sc); dopamine (DA) concentration in caudate-putamen (striatum) in males 48 h after injection (MPTP group) [ug/mg wet weight]
15139,Central nervous system; pharmacology; toxicology: Effect of 1-methyl-4-phenyl-1;2;3;6-tetrahydropyridine (MPTP) on dopamine concentration in caudate-putamen (striatum) in males 48 h after injection (saline-MPTP group) [ug/mg wet weight]
15140,Central nervous system; pharmacology; toxicology: Saline response; control for MPTP (1-methyl-4-phenyl-1;2;3;6-tetrahydropyridine); homovanillic acid (HVA; a dopamine metabolite) in caudate-putamen (striatum) in 2-4 month-old males 48 h after saline injection (sc) [ug/mg wet weight]
15141,Central nervous system; pharmacology; toxicology: MPTP (1-methyl-4-phenyl-1;2;3;6-tetrahydropyridine) response (12.5 mg/kg sc); homovanillic acid (HVA) concentration in caudate-putamen (striatum) in males 48 h after injection (MPTP group) [ug/mg wet weight]
15142,Central nervous system; pharmacology; toxicology: Effect of 1-methyl-4-phenyl-1;2;3;6-tetrahydropyridine (MPTP) on homovanilic acid (HVA) concentration in caudate-putamen in males 48h after injection (saline-MPTP group) [ug/mg wet weight]
15143,Central nervous system; pharmacology; toxicology: Saline response; control for MPTP (1-methyl-4-phenyl-1;2;3;6-tetrahydropyridine); 3-methoxytyramine (3-MT; a dopamine metabolite) in caudate-putamen (striatum) in 2-4 month-old males 48 h after saline injection (sc) [ug/mg wet weight]
15144,Central nervous system; pharmacology; toxicology: MPTP (1-methyl-4-phenyl-1;2;3;6-tetrahydropyridine) response (12.5 mg/kg sc); 3-methoxytyramine (3-MT; a dopamine metabolite) concentration in caudate-putamen (striatum) in males 48 h after injection (MPTP group) [ug/mg wet weight]
15145,Central nervous system; pharmacology; toxicology: MPTP (1-methyl-4-phenyl-1;2;3;6-tetrahydropyridine) response (12.5 mg/kg sc) on 3-methoxytyramine (3-MT; a dopamine metabolite) concentration in caudate-putamen (striatum) in 2-4 month-old males 48 h after injection (saline-MPTP group) [ug/mg total protein]
15146,Central nervous system; pharmacology; toxicology: Saline response; control for MPTP (1-methyl-4-phenyl-1;2;3;6-tetrahydropyridine); DOPAC/DA ratio (index of presynaptic dopamine utilization) in caudate-putamen (striatum) in 2-4 month-old males 48 h after saline injection (sc) [ratio of ug/mg]
15147,Central nervous system; pharmacology; toxicology: MPTP (1-methyl-4-phenyl-1;2;3;6-tetrahydropyridine) response (12.5 mg/kg ip); DOPAC/DA ratio (index of presynaptic dopamine utilization) in caudate-putamen (striatum) in males 48 h after injection (MPTP group) [ug/mg total protein]
15148,Central nervous system; pharmacology toxicology: MPTP (1-methyl-4-phenyl-1;2;3;6-tetrahydropyridine) response (12.5 mg/kg ip); DOPAC/DA ratio (index of presynaptic dopamine utilization) in caudate-putamen (striatum) in males 48 h after injection (saline-MPTP group) [ug/mg total protein]
15149,Central nervous system; pharmacology; toxicology: Saline response; control for MPTP (1-methyl-4-phenyl-1;2;3;6-tetrahydropyridine); HVA/DA concentration ratio (index of postsynaptic dopamine utilization) in caudate-putamen (striatum) in 2-4 month-old males 48 h after saline injection (sc) [ratio of ug/mg]
15150,Central nervous system; pharmacology; toxicology: MPTP (1-methyl-4-phenyl-1;2;3;6-tetrahydropyridine) response (12.5 mg/kg sc); HVA/DA (index of postsynaptic dopamine utilization) in caudate-putamen (striatum) in males 48 h after injection (MPTP group) [ug/mg wet weight]
15151,Central nervous system; pharmacology; toxicology: MPTP (1-methyl-4-phenyl-1;2;3;6-tetrahydropyridine) response (12.5 mg/kg; sc); HVA/DA (index of postsynaptic dopamine utilization) in caudate-putamen (striatum) in males 48 h after injection (saline minus MPTP group) [ug/mg wet weight]
15152,Central nervous system; pharmacology; toxicology: Saline response; control for MPTP (1-methyl-4-phenyl-1;2;3;6-tetrahydropyridine); serotonin (5-HT) concentration in caudate-putamen (striatum) in 2-4 month-old males 48 h after saline injection (sc) [ug/mg of wet weight]
